author_id,openalex_id,openalex_display_name,affiliation,all_affiliations,affiliation_country_code,affiliation_source,openalex_match_status
pid:279/6529,https://openalex.org/A5081591501,Mu Cai,University of Wisconsin–Madison,University of Wisconsin–Madison,US,affiliations_fallback,matched_by_orcid
pid:279/6669,https://openalex.org/A5007438902,Coleman Hooper,"University of California, Berkeley","University of California, Berkeley",US,affiliations_fallback,matched_by_orcid
pid:279/6777,https://openalex.org/A5017601648,Francesco Tonin,KU Leuven,KU Leuven,BE,affiliations_fallback,matched_by_orcid
pid:28/10261-1,https://openalex.org/A5090720315,Weinan Zhang,Beijing Satellite Navigation Center,Beijing Satellite Navigation Center,CN,last_known_institutions_primary,matched_by_orcid
pid:28/1568-14,https://openalex.org/A5100350979,Zhong Zhang,Shanghai Academy of Agricultural Sciences,Shanghai Academy of Agricultural Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:28/1568-4,https://openalex.org/A5100350973,Zhong Zhang,Wuxi Third People's Hospital,Wuxi Third People's Hospital,CN,last_known_institutions_primary,matched_by_orcid
pid:28/3904,https://openalex.org/A5101805827,Jae-Gil Lee,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology|Kootenay Association for Science & Technology,KR,last_known_institutions_primary,matched_by_orcid
pid:28/4095,https://openalex.org/A5031635996,Sylvain Lamprier,Université Nantes Angers Le Mans,Université Nantes Angers Le Mans|Université d'Angers,FR,last_known_institutions_primary,matched_by_orcid
pid:28/4743,https://openalex.org/A5030747944,Taolue Chen,"Birkbeck, University of London","Birkbeck, University of London",GB,last_known_institutions_primary,matched_by_orcid
pid:28/5434-2,https://openalex.org/A5100418037,Yulin Wang,Tsinghua University,Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:28/5638,https://openalex.org/A5044201440,Benjamin Moseley,Carnegie Mellon University,Carnegie Mellon University,US,last_known_institutions_primary,matched_by_orcid
pid:28/5745-1,https://openalex.org/A5133360803,Yusu Wang,University of California San Diego,University of California San Diego,US,last_known_institutions_primary,matched_by_orcid
pid:28/6429-1,https://openalex.org/A5100631150,Zhe Zhao,Tiangong University,"Tiangong University|Chang'an University|China Tobacco|University of California, Davis",CN,last_known_institutions_primary,matched_by_orcid
pid:28/6612-1,https://openalex.org/A5100363220,Junyi Li,National University of Singapore,National University of Singapore,SG,last_known_institutions_primary,matched_by_orcid
pid:28/7425,https://openalex.org/A5002543602,Aristeidis Sotiras,Washington University in St. Louis,Washington University in St. Louis|Mallinckrodt (United States)|University of Pennsylvania,US,last_known_institutions_primary,matched_by_orcid
pid:28/896,https://openalex.org/A5065359946,Fabio Roli,University of Genoa,University of Genoa,IT,last_known_institutions_primary,matched_by_orcid
pid:28/9142,https://openalex.org/A5045511267,Marius Lindauer,Leibniz University Hannover,Leibniz University Hannover|L3S Research Center,DE,last_known_institutions_primary,matched_by_orcid
pid:28/9840L,https://openalex.org/A5071869723,Clément L. Canonne,The University of Sydney,The University of Sydney,AU,last_known_institutions_primary,matched_by_orcid
pid:280/1575,https://openalex.org/A5026109629,Huaian Chen,University of Science and Technology of China,University of Science and Technology of China,CN,last_known_institutions_primary,matched_by_orcid
pid:280/2872,https://openalex.org/A5042527481,Haobo Yuan,Harbin University of Science and Technology,Harbin University of Science and Technology|North China University of Water Resources and Electric Power,CN,last_known_institutions_primary,matched_by_orcid
pid:280/5885,https://openalex.org/A5086648506,Matías Altamirano,Finis Terrae University,Finis Terrae University,CL,last_known_institutions_primary,matched_by_orcid
pid:281/4466,https://openalex.org/A5017415803,Fergus Imrie,University of Oxford,University of Oxford,GB,last_known_institutions_primary,matched_by_orcid
pid:281/5425,https://openalex.org/A5003923056,Eleni Chatzi,ETH Zurich,ETH Zurich,CH,last_known_institutions_primary,matched_by_orcid
pid:281/6606,https://openalex.org/A5022929385,Sascha Marton,University of Mannheim,University of Mannheim,DE,affiliations_fallback,matched_by_orcid
pid:281/6904,https://openalex.org/A5078405581,Matthieu Gaetan Lin,Tsinghua University,Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:281/7362,https://openalex.org/A5020794872,Hila Chefer,Tel Aviv University,Tel Aviv University,IL,affiliations_fallback,matched_by_orcid
pid:281/7477,https://openalex.org/A5101884501,Francesco Pinto,Università Cattolica del Sacro Cuore,Università Cattolica del Sacro Cuore|Agostino Gemelli University Polyclinic|Istituti di Ricovero e Cura a Carattere Scientifico,IT,last_known_institutions_primary,matched_by_orcid
pid:282/1562,https://openalex.org/A5045946026,Yinya Huang,ETH Zurich,ETH Zurich,CH,last_known_institutions_primary,matched_by_orcid
pid:283/1081,https://openalex.org/A5048164195,Aoran Wang,Yantai University,Yantai University,CN,last_known_institutions_primary,matched_by_orcid
pid:283/4467,https://openalex.org/A5015049935,Haiwen Diao,Dalian University of Technology,Dalian University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:283/6506,https://openalex.org/A5048297910,Ruibing Song,University of Rochester,University of Rochester,US,affiliations_fallback,matched_by_orcid
pid:283/8117,https://openalex.org/A5018997861,Berken Utku Demirel,ETH Zurich,ETH Zurich|Zürich Airport (Switzerland),CH,last_known_institutions_primary,matched_by_orcid
pid:284/0807,https://openalex.org/A5068937750,Mike Zheng Shou,National University of Singapore,National University of Singapore,SG,last_known_institutions_primary,matched_by_orcid
pid:284/4959,https://openalex.org/A5024828997,Katherine M. Collins,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill|University of Cambridge,US,last_known_institutions_primary,matched_by_orcid
pid:284/9676,https://openalex.org/A5064268749,Thanasis Pittas,University of Wisconsin–Madison,University of Wisconsin–Madison,US,affiliations_fallback,matched_by_orcid
pid:285/4704-1,https://openalex.org/A5103210233,Feiyang Ye,Southern University of Science and Technology,Southern University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:286/8188,https://openalex.org/A5071088926,Shikuang Deng,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,CN,last_known_institutions_primary,matched_by_orcid
pid:287/4254,https://openalex.org/A5063192710,Mark Niklas Müller,ETH Zurich,ETH Zurich,CH,affiliations_fallback,matched_by_orcid
pid:287/4281,https://openalex.org/A5030762660,Guy Ohayon,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,IL,last_known_institutions_primary,matched_by_orcid
pid:287/4893,https://openalex.org/A5013695426,Barış Coşkunuzer,The University of Texas at Dallas,The University of Texas at Dallas,US,last_known_institutions_primary,matched_by_orcid
pid:287/8951,https://openalex.org/A5042209803,Yihang Gao,National University of Singapore,National University of Singapore,SG,last_known_institutions_primary,matched_by_orcid
pid:289/0140,https://openalex.org/A5037975935,Tassilo Wald,German Cancer Research Center,German Cancer Research Center|DKFZ-ZMBH Alliance,DE,last_known_institutions_primary,matched_by_orcid
pid:289/0376,https://openalex.org/A5027804169,Zangwei Zheng,National University of Singapore,National University of Singapore,SG,affiliations_fallback,matched_by_orcid
pid:289/0784-1,https://openalex.org/A5101614242,Wenxuan Ma,Chinese Academy of Sciences,Chinese Academy of Sciences|Shandong Institute of Automation|University of Chinese Academy of Sciences|State Key Laboratory of Industrial Control Technology|Northeastern University,CN,last_known_institutions_primary,matched_by_orcid
pid:289/1328,https://openalex.org/A5047935580,Simon Schrodi,University of Freiburg,University of Freiburg,DE,affiliations_fallback,matched_by_orcid
pid:289/7338,https://openalex.org/A5052798964,Jiashuo Yu,Fuzhou University,Fuzhou University,CN,last_known_institutions_primary,matched_by_orcid
pid:289/7536,https://openalex.org/A5087970989,Shubhankar Borse,Indian Institute of Technology BHU,Indian Institute of Technology BHU,IN,affiliations_fallback,matched_by_orcid
pid:29/10147,https://openalex.org/A5046468616,Yunwen Lei,University of Hong Kong,University of Hong Kong,HK,affiliations_fallback,matched_by_orcid
pid:29/11273-1,https://openalex.org/A5101506669,Pengfei Wei,Xidian University,Xidian University,CN,last_known_institutions_primary,matched_by_orcid
pid:29/11439,https://openalex.org/A5059359253,Kok‐Seng Wong,National University of Singapore,"National University of Singapore|Department of Physics, Mathematics and Informatics|VinUniversity|National Centre for Infectious Diseases",SG,last_known_institutions_primary,matched_by_orcid
pid:29/1830,https://openalex.org/A5133210918,Battista Biggio,University of Cagliari,University of Cagliari,IT,last_known_institutions_primary,matched_by_orcid
pid:29/186-4,https://openalex.org/A5028701003,Jie Luo,Institute of Software,Institute of Software|Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:29/265-7,https://openalex.org/A5074199611,Jian Jiao,Microsoft (United States),Microsoft (United States)|Bellevue Hospital Center,US,last_known_institutions_primary,matched_by_orcid
pid:29/3081-1,https://openalex.org/A5045464812,Fan Yang,Kunming University of Science and Technology,Kunming University of Science and Technology|Shenzhen Stock Exchange,CN,last_known_institutions_primary,matched_by_orcid
pid:29/3081-23,https://openalex.org/A5101790532,Fan Yang,Wake Forest University,Wake Forest University|Rice University,US,last_known_institutions_primary,matched_by_orcid
pid:29/3081-24,https://openalex.org/A5100346602,Fan Yang,Tianjin Agricultural University,Tianjin Agricultural University|Microsoft Research Asia (China),CN,last_known_institutions_primary,matched_by_orcid
pid:29/3483,https://openalex.org/A5133263085,Julian McAuley,University of California San Diego,University of California San Diego,US,last_known_institutions_primary,matched_by_orcid
pid:29/4181-1,https://openalex.org/A5061177999,Jian Peng,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign|Sichuan University|Jiujiang Vocational University|Xinjiang Entry-Exit Inspection and Quarantine Bureau|People's Hospital of Xinjiang Uygur Autonomous Region|Peng Cheng Laboratory|Double Helix (United States)|Helix (United States),US,last_known_institutions_primary,matched_by_orcid
pid:29/4190-18,https://openalex.org/A5100433042,Jun Zhang,PLA Academy of Military Science,PLA Academy of Military Science,CN,last_known_institutions_primary,matched_by_orcid
pid:29/4680-1,https://openalex.org/A5100396375,Wen Wang,Sichuan University,Sichuan University|West China Hospital of Sichuan University|Alibaba Group (United States)|Diagnostics for the Real World (United States)|Real-Time Innovations (United States)|Jiangxi University of Finance and Economics,CN,last_known_institutions_primary,matched_by_orcid
pid:29/4867-18,https://openalex.org/A5028071674,Yong Liu,University of Shanghai for Science and Technology,University of Shanghai for Science and Technology|Zhejiang University|Renmin University of China,CN,last_known_institutions_primary,matched_by_orcid
pid:29/4867-20,https://openalex.org/A5132588980,Yong Liu,Henan Polytechnic University,Henan Polytechnic University,CN,last_known_institutions_primary,matched_by_orcid
pid:29/4867-26,https://openalex.org/A5006207459,Yong Liu,"Agency for Science, Technology and Research","Agency for Science, Technology and Research|Institute of High Performance Computing",SG,last_known_institutions_primary,matched_by_orcid
pid:29/4867-32,https://openalex.org/A5115501056,Yong Liu,United States Air Force,United States Air Force|Ministry of Education,US,last_known_institutions_primary,matched_by_orcid
pid:29/4867-7,https://openalex.org/A5100724297,Yong Liu,Zhejiang University,Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:29/5010-9,https://openalex.org/A5100410248,Hong Liu,University of Massachusetts Dartmouth,University of Massachusetts Dartmouth|Xiamen University|East China Normal University|The University of Osaka,US,last_known_institutions_primary,matched_by_orcid
pid:29/5169,https://openalex.org/A5051683347,Pablo Barceló,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile|Fundación Chile|Catholic University of America,CL,last_known_institutions_primary,matched_by_orcid
pid:29/5259-5,https://openalex.org/A5100440033,Jie Wang,Jiangnan University,Jiangnan University|Tongji University|University of Science and Technology of China|Lanzhou Jiaotong University|Sichuan Agricultural University|University of Science and Technology Beijing|Stanford University,CN,last_known_institutions_primary,matched_by_orcid
pid:29/5259-97,https://openalex.org/A5036113332,Jie Wang,Beijing Institute of Technology,"Beijing Institute of Technology|City University of Hong Kong, Shenzhen Research Institute|University of Hong Kong",CN,last_known_institutions_primary,matched_by_orcid
pid:29/5273,https://openalex.org/A5069421706,Charalampos E. Tsourakakis,Boston University,Boston University,US,last_known_institutions_primary,matched_by_orcid
pid:29/563-2,https://openalex.org/A5107826060,Lei Shi,Beihang University,Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:29/5999-7,https://openalex.org/A5106667221,Peng Gao,Hong Kong Baptist University,Hong Kong Baptist University|Nanjing University of Information Science and Technology|Jiangsu University of Technology|China Electric Power Research Institute,HK,last_known_institutions_primary,matched_by_orcid
pid:29/6497-7,https://openalex.org/A5100345062,Zhuo Chen,University of Science and Technology of China,University of Science and Technology of China|Central South University|Hengyang Normal University|Huazhong Agricultural University|University Hospitals of Cleveland|Wuhan University|Intelligent Systems Research (United States)|University Hospitals Cleveland Medical Center|Wuhan Business University|Zhejiang Lab|Zhejiang University of Technology|Case Western Reserve University|Hubei University|Zhejiang University|Xi'an Jiaotong University|Qiqihar Medical University|Taiyuan University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:29/6538-4,https://openalex.org/A5100611361,Tri Nguyen,Oregon State University,Oregon State University,US,last_known_institutions_primary,matched_by_orcid
pid:29/6643-17,https://openalex.org/A5033737940,Jie Huang,University of Science and Technology of China,University of Science and Technology of China|Zhongyuan University of Technology|University of Aizu|Sun Yat-sen University|Shanghai Stomatological Hospital|Jiangsu University of Science and Technology|Purple Mountain Laboratories|Shanghai Center for Brain Science and Brain-Inspired Technology|Wuhan University of Science and Technology|University College London|Southeast University,CN,last_known_institutions_primary,matched_by_orcid
pid:29/6948-5,https://openalex.org/A5133314716,Daniel Chen,Teikoku Pharma (United States),Teikoku Pharma (United States),US,last_known_institutions_primary,matched_by_orcid
pid:29/7058,https://openalex.org/A5017894606,Roman Garnett,Washington University in St. Louis,Washington University in St. Louis,US,last_known_institutions_primary,matched_by_orcid
pid:29/7457,https://openalex.org/A5017319429,Boqing Gong,Google (United States),Google (United States),US,affiliations_fallback,matched_by_orcid
pid:29/7666-1,https://openalex.org/A5133594459,Tingting Zhu,University of Oxford,University of Oxford,GB,last_known_institutions_primary,matched_by_orcid
pid:29/9875,https://openalex.org/A5112510784,Hoi-To Wai,Chinese University of Hong Kong,Chinese University of Hong Kong,HK,last_known_institutions_primary,matched_by_orcid
pid:290/1379,https://openalex.org/A5068166233,Mikel Landajuela,Lawrence Livermore National Laboratory,Lawrence Livermore National Laboratory,US,last_known_institutions_primary,matched_by_orcid
pid:292/0809-1,https://openalex.org/A5103006792,Pengkun Wang,Ningbo University,Ningbo University|University of Science and Technology of China|Jimei University|Chang'an University|Suzhou University of Science and Technology|Digital Science (United States)|Suzhou Research Institute|Henan Agricultural University,CN,last_known_institutions_primary,matched_by_orcid
pid:292/4197,https://openalex.org/A5017521271,Kunyu Peng,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,DE,last_known_institutions_primary,matched_by_orcid
pid:293/0997,https://openalex.org/A5062990010,Jiangmeng Li,Chinese Academy of Sciences,Chinese Academy of Sciences|Institute of Software,CN,last_known_institutions_primary,matched_by_orcid
pid:293/3368,https://openalex.org/A5023291127,Abudukelimu Wuerkaixi,Tsinghua University,Tsinghua University,CN,affiliations_fallback,matched_by_orcid
pid:293/7057,https://openalex.org/A5050975958,Raluca Georgescu,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),GB,last_known_institutions_primary,matched_by_orcid
pid:295/8639,https://openalex.org/A5086133644,Steffen Schotthöfer,Oak Ridge National Laboratory,Oak Ridge National Laboratory,US,affiliations_fallback,matched_by_orcid
pid:296/0450,https://openalex.org/A5014746910,Roberto Legaspi,KDDI Research (Japan),KDDI Research (Japan),JP,last_known_institutions_primary,matched_by_orcid
pid:296/1601-2,https://openalex.org/A5006403327,Zeyu Tang,Carnegie Mellon University,Carnegie Mellon University,US,last_known_institutions_primary,matched_by_orcid
pid:296/2326-2,https://openalex.org/A5101725631,Jianan Zhou,Sichuan University,Sichuan University|Beijing Zhenxing Metrology & Measurement Institute|China Jiliang University,CN,last_known_institutions_primary,matched_by_orcid
pid:296/3702,https://openalex.org/A5007776627,Samuele Papa,The Netherlands Cancer Institute,The Netherlands Cancer Institute|University of Amsterdam,NL,last_known_institutions_primary,matched_by_orcid
pid:297/0365,https://openalex.org/A5057551045,Mouxiang Chen,Zhejiang University of Science and Technology,Zhejiang University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:297/1080,https://openalex.org/A5039145454,Linan Yue,Ministry of Education,Ministry of Education|Southeast University,CL,last_known_institutions_primary,matched_by_orcid
pid:298/5083,https://openalex.org/A5101545321,Zhaoxuan Wu,Singapore-MIT Alliance for Research and Technology,Singapore-MIT Alliance for Research and Technology,SG,last_known_institutions_primary,matched_by_orcid
pid:298/8727,https://openalex.org/A5023913658,Runpei Dong,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,US,affiliations_fallback,matched_by_name
pid:299/5864,https://openalex.org/A5044090050,Keith G. Mills,Huawei Technologies (Canada),Huawei Technologies (Canada),CA,last_known_institutions_primary,matched_by_orcid
pid:299/8442,https://openalex.org/A5026643258,Lorenzo Bonicelli,University of Modena and Reggio Emilia,University of Modena and Reggio Emilia,IT,affiliations_fallback,matched_by_orcid
pid:30/11107,https://openalex.org/A5052576907,David Carlson,Duke University,Duke University|Decision Sciences (United States),US,last_known_institutions_primary,matched_by_orcid
pid:30/11478,https://openalex.org/A5083585691,Alexey A. Gritsenko,Google (United States),Google (United States),US,affiliations_fallback,matched_by_orcid
pid:30/1273-1,https://openalex.org/A5101814482,Xiaowei Zhou,Army Medical University,Army Medical University|Hefei University of Technology|Chang'an University|Zhejiang Research Institute of Chemical Industry|Daping Hospital|Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:30/3504,https://openalex.org/A5027313464,Joachim Giesen,Friedrich Schiller University Jena,Friedrich Schiller University Jena,DE,affiliations_fallback,matched_by_orcid
pid:30/3557-2,https://openalex.org/A5100348028,Jonathan Lee,Houston Methodist Sugar Land Hospital,Houston Methodist Sugar Land Hospital,US,last_known_institutions_primary,matched_by_orcid
pid:30/3847,https://openalex.org/A5020953714,Yujiu Yang,University Town of Shenzhen,University Town of Shenzhen|Tsinghua–Berkeley Shenzhen Institute|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:30/3943-2,https://openalex.org/A5100451376,Wentao Liu,South China Agricultural University,South China Agricultural University|Beijing University of Posts and Telecommunications|Shenyang University of Technology|Chongqing University|University of Jinan|Precision for Medicine (United States)|Shaanxi Coal Chemical Industry Technology Research Institute|China Coal Research Institute (China)|Shanghai Institute of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:30/4057-1,https://openalex.org/A5100393398,Qi Lv,Soochow University,Soochow University|College of Tourism,CN,last_known_institutions_primary,matched_by_orcid
pid:30/4225,https://openalex.org/A5053824527,Derek Nowrouzezahrai,Canadian Institute for Advanced Research,Canadian Institute for Advanced Research|Mila - Quebec Artificial Intelligence Institute|McGill University,CA,last_known_institutions_primary,matched_by_orcid
pid:30/4233-1,https://openalex.org/A5100770786,Meng Yu,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill|Tencent (China)|Ministry of Agriculture and Rural Affairs|Nanjing Institute of Agricultural Mechanization,US,last_known_institutions_primary,matched_by_orcid
pid:30/444,https://openalex.org/A5006581225,Huzefa Rangwala,Amazon (United States),Amazon (United States),US,last_known_institutions_primary,matched_by_orcid
pid:30/4937-1,https://openalex.org/A5006817088,Xinghao Chen,Shandong University,Shandong University|Huawei Technologies (China)|Sichuan University|Liga Contra el Cancer|Huawei Technologies (Sweden)|Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:30/5059,https://openalex.org/A5048955398,Qiaozhu Mei,University of Michigan,University of Michigan,US,affiliations_fallback,matched_by_orcid
pid:30/5330-1,https://openalex.org/A5100429403,Hai Li,University of Florida,University of Florida|Ministry of Agriculture|China Southern Power Grid (China)|Power Grid Corporation (India),US,last_known_institutions_primary,matched_by_orcid
pid:30/5444-3,https://openalex.org/A5063403522,Chengliang Liu,Hong Kong Polytechnic University,Hong Kong Polytechnic University|Harbin Institute of Technology,HK,last_known_institutions_primary,matched_by_orcid
pid:30/5718,https://openalex.org/A5087538704,Bistra Dilkina,University of Southern California,University of Southern California|California Southern University,US,last_known_institutions_primary,matched_by_orcid
pid:30/679-9,https://openalex.org/A5101615992,Zhi Zheng,Peking University,Peking University,CN,last_known_institutions_primary,matched_by_orcid
pid:30/7184,https://openalex.org/A5055917015,Yinghuan Shi,Nanjing University of Information Science and Technology,Nanjing University of Information Science and Technology|Institute of Software|Nanjing University,CN,last_known_institutions_primary,matched_by_orcid
pid:30/797,https://openalex.org/A5087492771,W. Bastiaan Kleijn,Victoria University of Wellington,Victoria University of Wellington,NZ,affiliations_fallback,matched_by_orcid
pid:30/8160-1,https://openalex.org/A5042018181,Nan Duan,Tianjin University,Tianjin University|Peking University|Weichai Power (China)|Peking University First Hospital|Shanghai Zhaozhan Metal Materials|Microsoft Research (United Kingdom),CN,last_known_institutions_primary,matched_by_orcid
pid:30/97-2,https://openalex.org/A5101777618,Tong Zhou,Ryukoku University,Ryukoku University|Tongji University|Zhejiang A & F University|Northeastern University|University of Nottingham Ningbo China|National University of Defense Technology|Agriculture and Forestry University|Shandong Institute of Automation|Institute of Automation|Chongqing Vocational Institute of Engineering|Shenzhen Institutes of Advanced Technology|Zhejiang Academy of Forestry|Southeast University,JP,last_known_institutions_primary,matched_by_orcid
pid:30/9879-1,https://openalex.org/A5028963874,Ruoyu Sun,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:301/0208,https://openalex.org/A5004690249,Xiongye Xiao,University of Tennessee at Knoxville,University of Tennessee at Knoxville,US,last_known_institutions_primary,matched_by_orcid
pid:301/6372,https://openalex.org/A5068192992,Martino Bernasconi,Politecnico di Milano,Politecnico di Milano,IT,affiliations_fallback,matched_by_orcid
pid:302/3883,https://openalex.org/A5006002393,Haoxuan Qu,Lancaster University,Lancaster University,GB,affiliations_fallback,matched_by_orcid
pid:302/3962,https://openalex.org/A5048046732,Annan Yu,Cornell University,Cornell University,US,last_known_institutions_primary,matched_by_orcid
pid:303/4796,https://openalex.org/A5078906245,Antonio Longa,University of Trento,University of Trento,IT,last_known_institutions_primary,matched_by_orcid
pid:304/1099,https://openalex.org/A5064280715,Dingkang Yang,Fudan University,Fudan University,CN,last_known_institutions_primary,matched_by_orcid
pid:304/7647,https://openalex.org/A5058804013,Binchi Zhang,University of Virginia,University of Virginia,US,last_known_institutions_primary,matched_by_orcid
pid:305/0160,https://openalex.org/A5026043227,Miltiadis Kofinas,University of Amsterdam,University of Amsterdam,NL,last_known_institutions_primary,matched_by_orcid
pid:305/0254,https://openalex.org/A5006897094,Carl Yang,Emory University,Emory University,US,last_known_institutions_primary,matched_by_orcid
pid:305/7804,https://openalex.org/A5030775912,Zifan Wu,Sun Yat-sen University,Sun Yat-sen University|China University of Mining and Technology|China Southern Power Grid (China),CN,last_known_institutions_primary,matched_by_orcid
pid:305/9789,https://openalex.org/A5040435234,Valentino Maiorca,Sapienza University of Rome,Sapienza University of Rome,IT,last_known_institutions_primary,matched_by_orcid
pid:306/1325,https://openalex.org/A5016622690,Dominik Hintersdorf,Technische Universität Darmstadt,Technische Universität Darmstadt|Technical University of Darmstadt|German Research Centre for Artificial Intelligence,DE,last_known_institutions_primary,matched_by_orcid
pid:306/1485,https://openalex.org/A5060332657,Lukas Struppek,Hess (United States),Hess (United States)|Technical University of Darmstadt|Technische Universität Darmstadt|German Research Centre for Artificial Intelligence,US,last_known_institutions_primary,matched_by_orcid
pid:307/5199,https://openalex.org/A5059934044,Adam Lechowicz,University of Massachusetts Amherst,University of Massachusetts Amherst,US,last_known_institutions_primary,matched_by_orcid
pid:308/0775,https://openalex.org/A5006924500,Hayden McTavish,Duke University,Duke University,US,affiliations_fallback,matched_by_orcid
pid:308/1001,https://openalex.org/A5006193049,Linhao Qu,Shanghai Medical College of Fudan University,Shanghai Medical College of Fudan University|Fudan University|Shanghai Institute of Computing Technology|Shanghai Cell Therapy Research Institute,CN,last_known_institutions_primary,matched_by_orcid
pid:308/6238,https://openalex.org/A5052313204,Julien Colin,Light Prescriptions Innovators (Spain),Light Prescriptions Innovators (Spain)|Universidad Autónoma de Madrid,ES,last_known_institutions_primary,matched_by_orcid
pid:309/8286,https://openalex.org/A5103088081,Xihong Yang,National University of Defense Technology,National University of Defense Technology|South China Normal University,CN,last_known_institutions_primary,matched_by_orcid
pid:31/1014-1,https://openalex.org/A5101969233,Jiong Zhang,Shandong Institute of Commerce & Technology,Shandong Institute of Commerce & Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:31/11107,https://openalex.org/A5055733526,Danilo Jimenez Rezende,Google (United States),Google (United States)|DeepMind (United Kingdom)|Google DeepMind (United Kingdom)|Google (United Kingdom),US,last_known_institutions_primary,matched_by_orcid
pid:31/1783,https://openalex.org/A5040046354,Dino Sejdinović,Australian Centre for Robotic Vision,Australian Centre for Robotic Vision|The University of Adelaide,AU,last_known_institutions_primary,matched_by_orcid
pid:31/1974-1,https://openalex.org/A5100671324,Li Deng,Zhejiang Sci-Tech University,Zhejiang Sci-Tech University|University of Illinois Urbana-Champaign|Shanghai Jiao Tong University|South China University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:31/2088-19,https://openalex.org/A5100396485,Lu Liu,North China University of Science and Technology,North China University of Science and Technology|East China University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:31/2187,https://openalex.org/A5009049500,Li-Jia Li,Chongqing University of Posts and Telecommunications,Chongqing University of Posts and Telecommunications|Leiden University|Jilin University|Chinese Academy of Medical Sciences & Peking Union Medical College|Peking University|VA Palo Alto Health Care System|Shantou University|HEC Pharm (China)|Jilin Academy of Agricultural Sciences|China Academy of Safety Sciences and Technology|Yue Bei People's Hospital|First Hospital of China Medical University|Institute for Community Living|Changchun University of Technology|Beihang University|China Medical University,CN,last_known_institutions_primary,matched_by_orcid
pid:31/2864-10,https://openalex.org/A5100389037,Xiang Wang,Beijing Institute of Technology,Beijing Institute of Technology|University of Science and Technology of China|Anhui University|Hefei University of Technology|Yantai University|Zhengzhou University of Aeronautics|Nanjing Institute of Technology|Zhejiang Science and Technology Information Institute|CAS Key Laboratory of Urban Pollutant Conversion|Huazhong University of Science and Technology|Beihang University|Fujian University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:31/2864-12,https://openalex.org/A5068095485,Xiang Wang,Huazhong University of Science and Technology,Huazhong University of Science and Technology,CN,affiliations_fallback,matched_by_orcid
pid:31/3193-1,https://openalex.org/A5034182318,Jungtaek Kim,University of Wisconsin–Madison,University of Wisconsin–Madison|University of Pittsburgh|Korea University,US,last_known_institutions_primary,matched_by_orcid
pid:31/3472-1,https://openalex.org/A5024504408,Chuan Liu,University of Rochester,University of Rochester,US,last_known_institutions_primary,matched_by_orcid
pid:31/3517-6,https://openalex.org/A5028955329,Rui Qiao,Xi'an Jiaotong University,Xi'an Jiaotong University,CN,last_known_institutions_primary,matched_by_orcid
pid:31/4395,https://openalex.org/A5047125862,Giorgio Corani,Dalle Molle Institute for Artificial Intelligence Research,Dalle Molle Institute for Artificial Intelligence Research,CH,affiliations_fallback,matched_by_orcid
pid:31/4578-4,https://openalex.org/A5101890076,Tian Zhou,Alibaba Group (Cayman Islands),Alibaba Group (Cayman Islands)|Alibaba Group (United States)|Korea Institute of Materials Science|Primary Source|Alibaba Group (China),KY,last_known_institutions_primary,matched_by_orcid
pid:31/4699,https://openalex.org/A5087051920,Rainer Stiefelhagen,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,DE,last_known_institutions_primary,matched_by_orcid
pid:31/495,https://openalex.org/A5055759201,Samuele Salti,University of Bologna,University of Bologna,IT,last_known_institutions_primary,matched_by_orcid
pid:31/5172,https://openalex.org/A5052791052,Jacek Tabor,Jagiellonian University,Jagiellonian University|Prometheus Research (United States)|Prometheus (United States)|National Science Centre,PL,last_known_institutions_primary,matched_by_orcid
