author_id,openalex_id,openalex_display_name,affiliation,all_affiliations,affiliation_country_code,affiliation_source,openalex_match_status
pid:36/4172,https://openalex.org/A5100624451,Xipeng Shen,North Carolina State University,North Carolina State University,US,affiliations_fallback,matched_by_orcid
pid:36/4184-2,https://openalex.org/A5002061675,Joachim Baumann,Stanford University,Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:36/4256-1,https://openalex.org/A5100372676,Bin Luo,Hebei Medical University,Hebei Medical University|Harbin University|Tianjin University of Technology|Beijing University of Posts and Telecommunications|Anhui University|Harbin Engineering University|Tianjin University|Hefei University of Technology|Northwestern Polytechnical University|University of Regina|Harbin Institute of Technology|China University of Geosciences|Wuhan University|Midea Group (China)|Ministry of Education|Shanghai University of Traditional Chinese Medicine|Tianjin Huanhu Hospital|Shanghai Traditional Chinese Medicine Hospital|Renmin Hospital of Wuhan University|First Affiliated Hospital of Hebei Medical University|Wuhan University of Science and Technology|Tianjin Medical University|Hubei University of Technology|China Southern Power Grid (China)|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:36/4256-8,https://openalex.org/A5007014195,Bin Luo,Kingdee (China),Kingdee (China)|Alibaba Group (China),CN,last_known_institutions_primary,matched_by_orcid
pid:36/4256-9,,,,,,,not_found
pid:36/4449,https://openalex.org/A5038701345,Yuichi Yoshida,National Institute of Informatics,National Institute of Informatics|Denso (Japan),JP,last_known_institutions_primary,matched_by_orcid
pid:36/4526-3,https://openalex.org/A5100399461,Mu Li,Beihang University,Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:36/4526-5,https://openalex.org/A5100399466,Mu Li,Shenzhen Institute of Information Technology,Shenzhen Institute of Information Technology|Chongqing University|Peking University|Harbin Institute of Technology|Peking University Third Hospital|Shenzhen Technology University|Chongqing Cancer Hospital|South China University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:36/4635,https://openalex.org/A5024183744,Enver Sangineto,University of Modena and Reggio Emilia,University of Modena and Reggio Emilia,IT,affiliations_fallback,matched_by_orcid
pid:36/4716-2,https://openalex.org/A5075095237,Xiaodong Yue,Shanghai University,Shanghai University|Shanghai University of Engineering Science|Beijing Academy of Artificial Intelligence,CN,last_known_institutions_primary,matched_by_orcid
pid:36/4809,https://openalex.org/A5076753547,John See,Heriot-Watt University Malaysia,Heriot-Watt University Malaysia,MY,last_known_institutions_primary,matched_by_orcid
pid:36/5558-1,https://openalex.org/A5100392681,Tong Liu,Hosei University,Hosei University,JP,last_known_institutions_primary,matched_by_orcid
pid:36/5574-2,https://openalex.org/A5100336649,Xuesong Wang,Wuhan Technology and Business University,Wuhan Technology and Business University,CN,last_known_institutions_primary,matched_by_orcid
pid:36/5594-5,https://openalex.org/A5100410702,Zhi Zhang,Zhaoqing University,Zhaoqing University|Harbin Institute of Technology|China University of Geosciences (Beijing)|PLA Army Engineering University,CN,last_known_institutions_primary,matched_by_orcid
pid:36/5655,https://openalex.org/A5064596191,Ligang He,North University of China,North University of China|North China Electric Power University|Shanxi Medical University|University of Warwick|BP (United States)|University of Chinese Academy of Sciences|Institute of Soil Science,CN,last_known_institutions_primary,matched_by_orcid
pid:36/5857,https://openalex.org/A5110245357,Mark van der Laan,"University of California, Berkeley","University of California, Berkeley",US,last_known_institutions_primary,matched_by_orcid
pid:36/6004-1,https://openalex.org/A5100687838,Junjie Ma,Chinese Academy of Sciences,Chinese Academy of Sciences|Academy of Mathematics and Systems Science,CN,last_known_institutions_primary,matched_by_orcid
pid:36/6034,https://openalex.org/A5069041202,Miquel Ramírez,University of Melbourne,University of Melbourne,AU,affiliations_fallback,matched_by_orcid
pid:36/6225,https://openalex.org/A5035799220,Emiliano De Cristofaro,"University of California, Riverside","University of California, Riverside",US,last_known_institutions_primary,matched_by_orcid
pid:36/6407,https://openalex.org/A5004103671,Mark Iwen,Michigan State University,Michigan State University,US,last_known_institutions_primary,matched_by_orcid
pid:36/6627,https://openalex.org/A5083977312,M. Shiga,Tohoku University,Tohoku University|National Institute for Materials Science|RIKEN Center for Advanced Intelligence Project,JP,last_known_institutions_primary,matched_by_orcid
pid:36/6789-4,https://openalex.org/A5074681163,Chao Yu,Sinopec (China),Sinopec (China)|Zhejiang Wanli University|Guangdong University of Technology|Sun Yat-sen University|Anhui Medical University|BOE Technology Group (China)|First Affiliated Hospital of Anhui Medical University|Changzhou University|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:36/6789-5,https://openalex.org/A5011646653,Chao Yu,Tsinghua University,Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:36/7024-1,https://openalex.org/A5101761269,Abhinav Gupta,Children's Oncology Group,Children's Oncology Group,CH,last_known_institutions_primary,matched_by_orcid
pid:36/7024-2,https://openalex.org/A5101761266,Abhinav Gupta,Sanofi (United States),Sanofi (United States),US,last_known_institutions_primary,matched_by_orcid
pid:36/7513-1,https://openalex.org/A5055684887,Dan Lu,Zhejiang International Studies University,Zhejiang International Studies University|Oak Ridge National Laboratory|National Transportation Research Center|Wuhan Polytechnic University|Harbin Engineering University|Hunan University of Science and Engineering|Beijing Forestry University|Xinjiang Uygur Autonomous Region Institute Inspection of Special Equipment|Yangtze River Delta Physics Research Center (China)|Sweden Water Research (Sweden)|Smart Material (Germany)|Xinjiang Entry-Exit Inspection and Quarantine Bureau|Guizhou Magic Pharmaceutical (China)|Zhejiang University of Technology|Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:36/7585,https://openalex.org/A5133769994,Gael Varoquaux,Centre Inria de Saclay,Centre Inria de Saclay,FR,last_known_institutions_primary,matched_by_orcid
pid:36/7818-2,https://openalex.org/A5101969369,Yuki Saito,The University of Tokyo,The University of Tokyo,JP,last_known_institutions_primary,matched_by_orcid
pid:36/789-1,https://openalex.org/A5048925301,Qian Xie,University of Leeds,University of Leeds|Huaiyin Institute of Technology,GB,last_known_institutions_primary,matched_by_orcid
pid:36/789-5,https://openalex.org/A5100679974,Qian Xie,Zhejiang A & F University,Zhejiang A & F University|Jilin University|Liaocheng University|North China University of Water Resources and Electric Power|Cornell University|State Forestry and Grassland Administration|Shanghai Institute of Landscape Gardening,CN,last_known_institutions_primary,matched_by_orcid
pid:36/8256,https://openalex.org/A5071599724,Ben Hutchinson,University of Oregon,University of Oregon,US,last_known_institutions_primary,matched_by_orcid
pid:36/8486,https://openalex.org/A5060245641,Víctor Gutiérrez-Basulto,Cardiff University,Cardiff University,GB,last_known_institutions_primary,matched_by_orcid
pid:36/8729,https://openalex.org/A5001938430,Huijie Fan,Shenyang Institute of Automation,Shenyang Institute of Automation|Xi'an University of Architecture and Technology|Chinese Academy of Sciences|State Key Laboratory of Robotics,CN,last_known_institutions_primary,matched_by_orcid
pid:36/8968-2,https://openalex.org/A5023518080,Nikolaos Pappas,National and Kapodistrian University of Athens,National and Kapodistrian University of Athens,GR,last_known_institutions_primary,matched_by_orcid
pid:36/9220,https://openalex.org/A5073968803,Yixuan Yuan,Chinese University of Hong Kong,Chinese University of Hong Kong,HK,last_known_institutions_primary,matched_by_orcid
pid:36/9284,https://openalex.org/A5081808595,Evelina Fedorenko,Harvard University,Harvard University|McGovern Institute for Brain Research|Institute of Cognitive and Brain Sciences|Massachusetts Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:36/9509,https://openalex.org/A5049856597,Yannai A. Gonczarowski,Harvard University,Harvard University|Harvard University Press,US,last_known_institutions_primary,matched_by_orcid
pid:36/9954,https://openalex.org/A5135232740,Cynthia Liem,,,,missing,matched_by_orcid
pid:360/0483,https://openalex.org/A5075943427,Katherine Elkins,Kenyon College,Kenyon College,US,last_known_institutions_primary,matched_by_orcid
pid:360/1105,https://openalex.org/A5029033632,Konstantinos A. Oikonomidis,KU Leuven,KU Leuven,BE,affiliations_fallback,matched_by_orcid
pid:360/4692,https://openalex.org/A5104218742,Sichao He,China Automotive Technology and Research Center,China Automotive Technology and Research Center,CN,last_known_institutions_primary,matched_by_name
pid:360/6433,https://openalex.org/A5093264931,Oliver Sieberling,ETH Zurich,ETH Zurich,CH,affiliations_fallback,matched_by_orcid
pid:360/6815,https://openalex.org/A5111074676,Sanchaita Hazra,University of Utah,University of Utah,US,last_known_institutions_primary,matched_by_name
pid:360/8982-1,https://openalex.org/A5004227348,Mingyi Xue,University of Wisconsin–Madison,University of Wisconsin–Madison,US,last_known_institutions_primary,matched_by_orcid
pid:361/0066,https://openalex.org/A5093272291,Anders Vestergaard Nørskov,Technical University of Denmark,Technical University of Denmark,DK,affiliations_fallback,matched_by_name
pid:361/0252,https://openalex.org/A5057418761,Daixun Li,Xidian University,Xidian University,CN,last_known_institutions_primary,matched_by_orcid
pid:361/0440,https://openalex.org/A5031843276,Ben Bucknall,Institute on Governance,Institute on Governance|University of Oxford,CA,last_known_institutions_primary,matched_by_orcid
pid:361/2438-1,https://openalex.org/A5110609794,Chengyu Fang,University Town of Shenzhen,University Town of Shenzhen|Tsinghua–Berkeley Shenzhen Institute|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:361/7129,https://openalex.org/A5113057238,Lisa Soder,Interface (United Kingdom),Interface (United Kingdom),GB,affiliations_fallback,matched_by_orcid
pid:362/0693,https://openalex.org/A5102747119,Shichao Song,Renmin University of China,Renmin University of China,CN,last_known_institutions_primary,matched_by_orcid
pid:362/2966,https://openalex.org/A5133594587,Elizabeth G. Campolongo,The Ohio State University,The Ohio State University,US,last_known_institutions_primary,matched_by_orcid
pid:362/3218-9,https://openalex.org/A5102516031,Han Yu,Jilin University,Jilin University,CN,last_known_institutions_primary,matched_by_orcid
pid:362/5934,https://openalex.org/A5114719262,Satya Sai Srinath Namburi GNVV,University of Wisconsin–Madison,University of Wisconsin–Madison,US,affiliations_fallback,matched_by_name
pid:362/9470,https://openalex.org/A5109736425,Te Cui,Beijing Institute of Technology,Beijing Institute of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:363/1384-2,https://openalex.org/A5002528217,Hairu Wang,Hubei University of Technology,Hubei University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:364/1534,https://openalex.org/A5093487064,GVS Mothish,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,IN,last_known_institutions_primary,matched_by_orcid
pid:365/1728-1,https://openalex.org/A5045962200,Renjie Pan,Shanghai Jiao Tong University,Shanghai Jiao Tong University,CN,last_known_institutions_primary,matched_by_orcid
pid:367/3736,https://openalex.org/A5093775162,Koichi Namekata,,,,missing,matched_by_name
pid:367/7066,,,,,,,not_found
pid:368/7676-2,https://openalex.org/A5103110029,Yunxiang Peng,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,CN,affiliations_fallback,matched_by_orcid
pid:369/4421,https://openalex.org/A5021848057,Peter Maxwell Davies,Durham University,Durham University,GB,last_known_institutions_primary,matched_by_orcid
pid:369/5929,https://openalex.org/A5103160210,Hang Lv,Fuzhou University,Fuzhou University,CN,last_known_institutions_primary,matched_by_orcid
pid:369/5965,https://openalex.org/A5107571224,Priyanka Mosur,Georgia Institute of Technology,Georgia Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:369/5984,https://openalex.org/A5127781129,Shaochen (Henry) Zhong,,,,missing,matched_by_name
pid:369/6644,https://openalex.org/A5093936505,Jose E. Aguilar Escamilla,University of Oklahoma,University of Oklahoma,US,affiliations_fallback,matched_by_orcid
pid:369/6717-1,,,,,,,not_found
pid:37/10077,https://openalex.org/A5017775632,Kai Hui,Google (United States),Google (United States)|University of Waterloo|Beijing Jiaotong University,US,last_known_institutions_primary,matched_by_orcid
pid:37/10269,https://openalex.org/A5008882694,Qiaomin Xie,University of Wisconsin–Madison,University of Wisconsin–Madison|Cornell University,US,last_known_institutions_primary,matched_by_orcid
pid:37/10544,https://openalex.org/A5000529247,Rishabh Iyer,The University of Texas at Dallas,The University of Texas at Dallas,US,affiliations_fallback,matched_by_orcid
pid:37/10718,https://openalex.org/A5056513353,David Rolnick,Mila - Quebec Artificial Intelligence Institute,Mila - Quebec Artificial Intelligence Institute|McGill University,CA,last_known_institutions_primary,matched_by_orcid
pid:37/10722,https://openalex.org/A5018074056,Miguel Sarabia,Apple (United Kingdom),Apple (United Kingdom),GB,affiliations_fallback,matched_by_name
pid:37/10763-1,https://openalex.org/A5009633508,Jiawei Wu,Sun Yat-sen University,Sun Yat-sen University|Shenzhen University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/10763-3,,,,,,,not_found
pid:37/1091-7,https://openalex.org/A5101785878,Yan Yang,Changsha Medical University,"Changsha Medical University|Changchun Normal University|Wenzhou Medical University|Zhejiang Taizhou Hospital|China University of Petroleum, East China|Taiyuan University of Science and Technology|Chongqing University of Technology|Luoyang Institute of Science and Technology|Zhejiang University|Jinzhou Medical University|Xi'an Jiaotong University|Taiyuan University of Technology",CN,last_known_institutions_primary,matched_by_orcid
pid:37/1106,https://openalex.org/A5103394599,H. Hoffmann,Technische Universität Dresden,Technische Universität Dresden,DE,last_known_institutions_primary,matched_by_orcid
pid:37/11107,https://openalex.org/A5086801305,Wieland Brendel,Bernstein Center for Computational Neuroscience Tübingen,Bernstein Center for Computational Neuroscience Tübingen|Max Planck Institute for Intelligent Systems|Tübingen AI Center,DE,last_known_institutions_primary,matched_by_name
pid:37/1304-16,https://openalex.org/A5012623208,Ping Wang,University of Jinan,University of Jinan,CN,last_known_institutions_primary,matched_by_orcid
pid:37/1304-24,https://openalex.org/A5100338623,Ping Wang,Stevens Institute of Technology,Stevens Institute of Technology|Hunan University of Science and Technology|Shandong University|Wuhan University|Jiangsu University of Science and Technology|Shandong Management University|Shaanxi Normal University|Nanjing University of Aeronautics and Astronautics,US,last_known_institutions_primary,matched_by_orcid
pid:37/1304-28,https://openalex.org/A5100338698,Ping Wang,ShanghaiTech University,ShanghaiTech University|Wuhan University|Institute of High Energy Physics,CN,last_known_institutions_primary,matched_by_orcid
pid:37/1304-3,https://openalex.org/A5100338689,Ping Wang,Army Medical University,Army Medical University|Daping Hospital,CN,last_known_institutions_primary,matched_by_orcid
pid:37/135,https://openalex.org/A5019999252,Cristina Nader Vasconcelos,Google (United Kingdom),Google (United Kingdom),GB,affiliations_fallback,matched_by_orcid
pid:37/1452,,,,,,error,error:AttributeError
pid:37/1531,https://openalex.org/A5052428595,Gerald Penn,University of Toronto,University of Toronto,CA,last_known_institutions_primary,matched_by_orcid
pid:37/1629-59,,,,,,,not_found
pid:37/1682-1,https://openalex.org/A5100389005,Wei Xiang,Tongji University,Tongji University|La Trobe University|Shanghai Mental Health Center,CN,last_known_institutions_primary,matched_by_orcid
pid:37/1682-7,https://openalex.org/A5053261798,Xiang Wei,Beijing Jiaotong University,Beijing Jiaotong University|Shanghai Stomatological Hospital|Shanghai Ninth People's Hospital|CITIC Group (China),CN,last_known_institutions_primary,matched_by_orcid
pid:37/170-4,https://openalex.org/A5012784171,Cheng Zheng,Hunan Agricultural University,Hunan Agricultural University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/1901,https://openalex.org/A5050119476,William J. Knottenbelt,Imperial College London,Imperial College London,GB,last_known_institutions_primary,matched_by_orcid
pid:37/1917,https://openalex.org/A5109404350,Jian-Guang Lou,Microsoft Research Asia (China),Microsoft Research Asia (China),CN,last_known_institutions_primary,matched_by_name
pid:37/1971-1,https://openalex.org/A5101441137,Xu Sun,Shandong University,Shandong University|Linyi University|Peking University|Fudan University|Ocean University of China,CN,last_known_institutions_primary,matched_by_orcid
pid:37/2109-25,https://openalex.org/A5100739873,Gang Liu,University of Notre Dame,University of Notre Dame|Union Hospital|University of Utah|Zhengzhou University|Yalong Hydro (China)|Huazhong University of Science and Technology|China Agricultural University,US,last_known_institutions_primary,matched_by_orcid
pid:37/2234-1,https://openalex.org/A5010157078,Takashi Shibata,NTT (Japan),NTT (Japan),JP,last_known_institutions_primary,matched_by_orcid
pid:37/245,https://openalex.org/A5023725893,Ngan Le,University of Arkansas at Fayetteville,University of Arkansas at Fayetteville,US,affiliations_fallback,matched_by_orcid
pid:37/2516,https://openalex.org/A5024763828,Bernard Ghanem,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,SA,last_known_institutions_primary,matched_by_orcid
pid:37/2749-1,https://openalex.org/A5100432460,Jingyu Wang,Northwest University,Northwest University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/2855-3,https://openalex.org/A5100370066,Wenhui Wang,Hunan University of Science and Technology,Hunan University of Science and Technology|Xidian University|Gansu Agricultural University|Dalian Medical University|Hangzhou Women’s Hospital|First Affiliated Hospital of Dalian Medical University|Huazhong University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:37/2900,https://openalex.org/A5088976879,Guojie Song,Peking University,Peking University|Beijing Academy of Artificial Intelligence|South China University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:37/3034,https://openalex.org/A5022730826,Yain‐Whar Si,University of Macau,University of Macau,MO,last_known_institutions_primary,matched_by_orcid
pid:37/3076-1,https://openalex.org/A5041703913,Yuya Sasaki,Florida State University,Florida State University|Yamagata University|Toshiba (Japan)|The University of Texas MD Anderson Cancer Center|Vanderbilt University|University of Tsukuba Hospital|Museum of Japanese Art Yamato Bunkakan|The University of Osaka|Osaka University,US,last_known_institutions_primary,matched_by_orcid
pid:37/3102-1,https://openalex.org/A5100707569,Chen Lin,Fujian Medical University,Fujian Medical University|Xiamen University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/3540,https://openalex.org/A5026149273,Christopher L. Buckley,University of Sussex,University of Sussex|Advanced Projects Research Incorporated (United States)|VERSES (United States)|Versar (United States),GB,last_known_institutions_primary,matched_by_orcid
pid:37/3580-1,https://openalex.org/A5100440525,Xu Zhao,Chinese Academy of Agricultural Sciences,Chinese Academy of Agricultural Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:37/3580-3,https://openalex.org/A5112527895,Xu Zhao,University of Shanghai for Science and Technology,University of Shanghai for Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:37/3594,https://openalex.org/A5043138186,Gi-Joon Nam,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,US,affiliations_fallback,matched_by_orcid
pid:37/391,https://openalex.org/A5014034048,Rafael Dowsley,Monash University,Monash University,AU,last_known_institutions_primary,matched_by_orcid
pid:37/4190-104,https://openalex.org/A5114377934,Yang Li,Southwest University of Science and Technology,Southwest University of Science and Technology|State Grid Corporation of China (China)|University Town of Shenzhen|Tsinghua–Berkeley Shenzhen Institute|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/4190-116,,,,,,,not_found
pid:37/4190-12,https://openalex.org/A5100421306,Yang Li,Enanta Pharmaceuticals (United States),Enanta Pharmaceuticals (United States)|Indiana University School of Medicine|Indiana University – Purdue University Indianapolis,US,last_known_institutions_primary,matched_by_orcid
pid:37/4190-141,https://openalex.org/A5045725354,Y D Li,Tamkang University,Tamkang University|Zhejiang University of Technology,TW,last_known_institutions_primary,matched_by_orcid
pid:37/4190-146,https://openalex.org/A5100421769,Yang Li,Xiamen University,Xiamen University|Academy of Arts,CN,last_known_institutions_primary,matched_by_orcid
pid:37/4190-178,https://openalex.org/A5048263229,Yang Li,Tsinghua University,Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/4190-184,https://openalex.org/A5046448919,Yang Li,Data61,Data61,AU,affiliations_fallback,matched_by_orcid
pid:37/4190-189,https://openalex.org/A5114514438,Yang Li,Beijing Academy of Artificial Intelligence,Beijing Academy of Artificial Intelligence|Shanghai Artificial Intelligence Laboratory,CN,last_known_institutions_primary,matched_by_orcid
pid:37/4190-190,https://openalex.org/A5014697637,Yang Li,Tianjin University,Tianjin University|Nanjing University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:37/4190-193,https://openalex.org/A5102701749,Yang Li,Tencent (China),Tencent (China),CN,last_known_institutions_primary,matched_by_orcid
pid:37/4190-197,https://openalex.org/A5100653294,Yang Li,Shanghai Jiao Tong University,Shanghai Jiao Tong University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/4190-222,https://openalex.org/A5055673838,Yang Li,Beihang University,Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/4190-255,https://openalex.org/A5100421337,Yang Li,Institute of Computing Technology,Institute of Computing Technology|Institute of Software|Institute of Process Engineering,CN,last_known_institutions_primary,matched_by_orcid
pid:37/4190-41,https://openalex.org/A5100709798,Yang Li,First Teaching Hospital of Tianjin University of Traditional Chinese Medicine,First Teaching Hospital of Tianjin University of Traditional Chinese Medicine,CN,last_known_institutions_primary,matched_by_orcid
pid:37/4190-58,https://openalex.org/A5051702877,Yang Li,Google (United States),Google (United States)|Institute of Software,US,last_known_institutions_primary,matched_by_orcid
pid:37/4190-70,https://openalex.org/A5100421583,Yang Li,Central University of Finance and Economics,Central University of Finance and Economics|Nanchang University|Harbin Engineering University|Guangxi Medical University|Hunan Normal University|Beijing University of Chinese Medicine|Capital Medical University|Yunnan University|Chinese Academy of Medical Sciences & Peking Union Medical College|Nankai University|Chengdu University of Information Technology|China-Japan Friendship Hospital|National Cancer Center|First Affiliated Hospital of Jiangxi Medical College|Beijing Chest Hospital|Beijing Anding Hospital|Stomatology Hospital|Shandong Provincial QianFoShan Hospital|Chinese Research Academy of Environmental Sciences|Shandong First Medical University|First Affiliated Hospital of Nanchang University|Wuhan University of Science and Technology|Shanghai Ocean University|Chia Nan University of Pharmacy and Science|Renmin University of China|Guangzhou Medical University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/449-1,https://openalex.org/A5070196780,Ming Yuan,Columbia University,Columbia University,US,last_known_institutions_primary,matched_by_orcid
pid:37/4538,https://openalex.org/A5021369429,Po‐Ssu Huang,Stanford University,Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:37/4649,https://openalex.org/A5022601535,Mykola Pechenizkiy,Eindhoven University of Technology,Eindhoven University of Technology,NL,last_known_institutions_primary,matched_by_orcid
pid:37/4845,https://openalex.org/A5043261089,Rhonda Righter,"University of California, Berkeley","University of California, Berkeley",US,last_known_institutions_primary,matched_by_orcid
pid:37/5126-1,https://openalex.org/A5044771462,Jie Xu,University Town of Shenzhen,University Town of Shenzhen,CN,last_known_institutions_primary,matched_by_orcid
pid:37/5126-12,https://openalex.org/A5085531312,Jie Xu,Wuhan University,Wuhan University|Renmin Hospital of Wuhan University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/5126-44,https://openalex.org/A5075015477,Jie Xu,Shanghai Polytechnic University,Shanghai Polytechnic University|University of Electronic Science and Technology of China|Dalian Medical University|Nankai University|Second Affiliated Hospital of Chongqing Medical University|Tebian Electric Apparatus (China)|Suzhou Research Institute|Chongqing Medical University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/516-1,https://openalex.org/A5088885490,Bo Ding,Yangzhou University,Yangzhou University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/5780-1,https://openalex.org/A5019918709,Lizhi Wang,Harbin Engineering University,Harbin Engineering University|Linyi University|Chinese Academy of Sciences|Beijing Normal University|Beijing Institute of Big Data Research|Institute of Semiconductors|University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:37/5826,https://openalex.org/A5101576595,Ali Farhadi,Carolina Urology Partners,Carolina Urology Partners,US,last_known_institutions_primary,matched_by_orcid
pid:37/6100,https://openalex.org/A5057341982,Swarat Chaudhuri,The University of Texas at Austin,The University of Texas at Austin,US,last_known_institutions_primary,matched_by_orcid
pid:37/6152,https://openalex.org/A5133559689,Daniel Alexander,University College London,University College London,GB,last_known_institutions_primary,matched_by_orcid
pid:37/6260-4,https://openalex.org/A5101653642,Long Yang,Chinese Academy of Sciences,Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:37/628-1,https://openalex.org/A5062192039,Guangquan Zhang,University of Technology Sydney,University of Technology Sydney,AU,last_known_institutions_primary,matched_by_orcid
pid:37/6355,https://openalex.org/A5076407181,Markus Püschel,ETH Zurich,ETH Zurich,CH,last_known_institutions_primary,matched_by_orcid
pid:37/6388,https://openalex.org/A5039497694,Claudia Clopath,Sainsbury Laboratory,Sainsbury Laboratory|University College London|Imperial College London,GB,last_known_institutions_primary,matched_by_orcid
pid:37/6580,https://openalex.org/A5112758056,James Glass,Moscow Institute of Thermal Technology,Moscow Institute of Thermal Technology|IIT@MIT|Artificial Intelligence in Medicine (Canada)|Massachusetts Institute of Technology,RU,last_known_institutions_primary,matched_by_orcid
pid:37/6673,https://openalex.org/A5029049227,Mabel C. Chou,National University of Singapore,"National University of Singapore|National University Cancer Institute, Singapore",SG,last_known_institutions_primary,matched_by_orcid
pid:37/6966,https://openalex.org/A5074451448,Dana Pe’er,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,US,affiliations_fallback,matched_by_orcid
pid:37/7059-7,https://openalex.org/A5101793921,Ján Schneider,Technische Universität Darmstadt,Technische Universität Darmstadt,DE,last_known_institutions_primary,matched_by_orcid
pid:37/7130-4,https://openalex.org/A5017995200,Weidong Han,Princeton University,Princeton University,US,last_known_institutions_primary,matched_by_orcid
pid:37/7272,https://openalex.org/A5040640817,Martin R. Oswald,Amsterdam University of Applied Sciences,Amsterdam University of Applied Sciences,NL,last_known_institutions_primary,matched_by_orcid
pid:37/752-3,https://openalex.org/A5102007629,Lin Yao,Beijing University of Technology,Beijing University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:37/7634,,,,,,error,error:AttributeError
pid:37/768,https://openalex.org/A5023065140,Lene M. Favrholdt,University of Southern Denmark,University of Southern Denmark,DK,last_known_institutions_primary,matched_by_orcid
pid:37/8000,https://openalex.org/A5025310174,Javier S. Turek,Intel (United States),Intel (United States)|Tomas Bata University in Zlín,US,last_known_institutions_primary,matched_by_orcid
pid:37/8167-5,https://openalex.org/A5100633431,Jiabao Wang,Nankai University,Nankai University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/8210,https://openalex.org/A5077251333,Tillmann Miltzow,Utrecht University,Utrecht University,NL,last_known_institutions_primary,matched_by_orcid
pid:37/8542-1,https://openalex.org/A5101746187,Jiaming Xu,Xiaomi (China),Xiaomi (China),CN,last_known_institutions_primary,matched_by_orcid
pid:37/8542-2,https://openalex.org/A5101746186,Jiaming Xu,National University of Defense Technology,National University of Defense Technology|Duke University|Shanghai Jiao Tong University,CN,last_known_institutions_primary,matched_by_orcid
pid:37/8653,https://openalex.org/A5062822468,Grani A. Hanasusanto,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,US,last_known_institutions_primary,matched_by_orcid
pid:37/8703,https://openalex.org/A5052150259,Tania Lombrozo,Princeton University,Princeton University,US,last_known_institutions_primary,matched_by_orcid
pid:37/8707,https://openalex.org/A5015118446,Haider Al-Lawati,University of Toronto,University of Toronto,CA,last_known_institutions_primary,matched_by_orcid
pid:37/8888-1,,,,,,error,error:AttributeError
pid:37/9731-1,https://openalex.org/A5041461320,Alexander Kenneth Clarke,Imperial College London,Imperial College London,GB,last_known_institutions_primary,matched_by_orcid
pid:371/4037,https://openalex.org/A5104294461,Robin Shing Moon Chan,ETH Zurich,ETH Zurich,CH,last_known_institutions_primary,matched_by_orcid
pid:371/4173,https://openalex.org/A5105960816,Laura Strieker,,,,missing,matched_by_name
pid:371/5001-1,,,,,,,not_found
pid:371/9844,https://openalex.org/A5027534359,Lars Klein,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,CH,affiliations_fallback,matched_by_name
pid:371/9938-1,https://openalex.org/A5077510260,Xinzhe Zheng,National University of Singapore,National University of Singapore|University of Florida|Rice University,SG,last_known_institutions_primary,matched_by_orcid
pid:372/0562,https://openalex.org/A5045097094,Aurelio Sulser,,,,missing,matched_by_orcid
